,dU11,dU12,dU21,dU22,vol_req,seed
1474,0.5426,-0.1608,-0.1608,0.4112,0.2808,28.0
1475,-0.0508,-0.0013,-0.0013,0.1809,0.115,11.0
1476,0.4817,-0.3331,-0.3331,0.6033,0.1045,10.0
1477,0.0449,0.062,0.062,0.6046,0.3747,37.0
1478,0.7075,0.0918,0.0918,0.4591,0.2055,21.0
1479,-0.2594,-0.0609,-0.0609,-0.3336,0.4997,50.0
1480,-0.361,-0.2949,-0.2949,0.7004,0.3356,34.0
1481,0.2324,0.2343,0.2343,0.5995,0.0601,6.0
1482,0.4716,-0.0321,-0.0321,0.4877,0.4526,45.0
1483,-0.3296,0.0293,0.0293,0.0853,0.1672,17.0
1484,0.1298,-0.1483,-0.1483,0.111,0.2631,26.0
1485,0.3594,0.0912,0.0912,-0.1844,0.442,44.0
1486,0.9455,0.0105,0.0105,0.9707,0.1593,16.0
1487,-0.1231,-0.0216,-0.0216,-0.1007,0.3199,32.0
1488,0.7634,-0.4267,-0.4267,0.0075,0.1925,19.0
1489,0.8602,0.213,0.213,-0.0296,0.4836,48.0
1490,0.3283,0.004,0.004,0.4313,0.0894,9.0
1491,-0.0264,0.0839,0.0839,-0.0801,0.3626,36.0
1492,0.1623,-0.0421,-0.0421,0.4475,0.2929,29.0
1493,0.01,0.4416,0.4416,0.0982,0.1301,13.0
1494,0.6811,-0.0476,-0.0476,0.7354,0.411,41.0
1495,0.0467,-0.1827,-0.1827,-0.4296,0.2379,24.0
1496,-0.1796,-0.2804,-0.2804,0.2005,0.1472,15.0
1497,-0.2185,0.3002,0.3002,0.6804,0.3048,30.0
1498,0.5709,-0.0235,-0.0235,0.8448,0.2471,25.0
1499,0.0704,0.0861,0.0861,0.1106,0.429,43.0
1500,0.6609,-0.1333,-0.1333,-0.0577,0.4656,47.0
1501,0.2428,0.0248,0.0248,0.2407,0.1833,18.0
1502,0.6987,0.1214,0.1214,0.805,0.3508,35.0
1503,-0.2761,0.0542,0.0542,-0.3877,0.0722,7.0
1504,0.1016,-0.4273,-0.4273,0.3016,0.2409,24.0
1505,0.1777,0.0586,0.0586,0.8626,0.4071,41.0
1506,0.3201,-0.0774,-0.0774,0.5522,0.1272,13.0
1507,-0.3783,0.1413,0.1413,-0.1865,0.2967,30.0
1508,0.3657,-0.0683,-0.0683,0.2249,0.3728,37.0
1509,0.3067,0.3734,0.3734,-0.0212,0.0783,8.0
1510,0.8471,-0.0451,-0.0451,0.8432,0.4733,47.0
1511,-0.3443,-0.0699,-0.0699,0.0333,0.2037,20.0
1512,0.1587,-0.4629,-0.4629,-0.1364,0.0691,7.0
1513,0.6352,0.0382,0.0382,-0.3445,0.3548,35.0
1514,0.7935,-0.0604,-0.0604,0.5416,0.1865,19.0
1515,0.1307,-0.0101,-0.0101,0.1486,0.4615,46.0
1516,0.142,-0.2615,-0.2615,0.823,0.419,42.0
1517,0.0136,0.2322,0.2322,0.2781,0.258,26.0
1518,0.6426,0.3251,0.3251,0.5783,0.3147,31.0
1519,-0.1861,-0.0039,-0.0039,-0.2125,0.1365,14.0
1520,-0.1507,-0.0328,-0.0328,0.316,0.4889,49.0
1521,0.2817,0.5533,0.5533,0.5599,0.2153,22.0
1522,0.4681,-0.2547,-0.2547,0.8679,0.3853,39.0
1523,-0.0349,0.0095,0.0095,-0.0006,0.0948,9.0
1524,0.5501,-0.2919,-0.2919,0.2462,0.1107,11.0
1525,0.4193,0.1264,0.1264,0.1146,0.2842,28.0
1526,0.4682,0.0353,0.0353,0.6792,0.2293,23.0
1527,-0.3962,-0.0135,-0.0135,-0.3944,0.3915,39.0
1528,0.8308,-0.0073,-0.0073,-0.3846,0.3312,33.0
1529,0.516,0.3549,0.3549,0.2266,0.1489,15.0
1530,0.411,0.0734,0.0734,0.5497,0.4306,43.0
1531,0.2109,0.1055,0.1055,-0.2516,0.2737,27.0
1532,0.0891,-0.2815,-0.2815,0.4314,0.1709,17.0
1533,-0.3686,0.2278,0.2278,0.2464,0.4498,45.0
1534,0.8265,0.0139,0.0139,0.7015,0.0565,6.0
1535,0.0246,-0.2466,-0.2466,-0.0651,0.3383,34.0
1536,-0.2688,-0.0006,-0.0006,0.5865,0.3176,32.0
1537,-0.0493,0.5911,0.5911,0.4308,0.1625,16.0
1538,0.3817,-0.137,-0.137,0.638,0.4424,44.0
1539,0.2149,-0.0601,-0.0601,-0.0542,0.2619,26.0
1540,0.6898,-0.2564,-0.2564,0.379,0.1686,17.0
1541,0.5272,0.1738,0.1738,0.0476,0.4521,45.0
1542,0.3861,0.0392,0.0392,0.7526,0.0571,6.0
1543,-0.3377,-0.0551,-0.0551,-0.3182,0.3377,34.0
1544,0.7242,-0.0801,-0.0801,-0.401,0.4965,50.0
1545,0.4568,0.297,0.297,0.3005,0.2077,21.0
1546,0.4658,-0.0001,-0.0001,0.4657,0.376,38.0
1547,0.0426,0.11,0.11,-0.3498,0.1042,10.0
1548,0.0854,-0.1381,-0.1381,0.233,0.1155,12.0
1549,-0.0947,0.1596,0.1596,0.2887,0.2794,28.0
1550,0.9934,0.0008,0.0008,0.9887,0.2228,22.0
1551,-0.0925,-0.0556,-0.0556,-0.1005,0.398,40.0
1552,0.172,-0.5341,-0.5341,0.5213,0.0736,7.0
1553,-0.123,0.0435,0.0435,0.9346,0.3503,35.0
1554,0.4059,0.0284,0.0284,0.2878,0.1803,18.0
1555,-0.1488,0.0887,0.0887,0.0116,0.4677,47.0
1556,0.4611,-0.1148,-0.1148,0.1648,0.4267,43.0
1557,0.3091,0.3757,0.3757,-0.1263,0.2503,25.0
1558,0.7318,-0.0872,-0.0872,0.7126,0.3051,31.0
1559,-0.4623,-0.0902,-0.0902,0.1424,0.146,15.0
1560,0.1028,-0.368,-0.368,-0.0658,0.2384,24.0
1561,0.7923,0.0854,0.0854,-0.2557,0.4096,41.0
1562,0.8659,-0.0938,-0.0938,0.5778,0.128,13.0
1563,0.1629,0.0605,0.0605,0.0811,0.2959,30.0
1564,-0.0085,-0.2591,-0.2591,0.5341,0.3595,36.0
1565,0.2075,0.0571,0.0571,0.257,0.0916,9.0
1566,0.7251,0.1463,0.1463,0.7127,0.4849,48.0
1567,-0.4502,0.0368,0.0368,-0.2444,0.1921,19.0
1568,0.4797,-0.3909,-0.3909,-0.0487,0.136,14.0
1569,0.8297,0.1815,0.1815,0.2735,0.3161,32.0
1570,0.6202,-0.0288,-0.0288,0.2682,0.2602,26.0
1571,-0.2092,0.1572,0.1572,-0.281,0.4159,42.0
1572,0.1832,-0.0284,-0.0284,0.3416,0.4646,46.0
1573,0.109,0.439,0.439,0.1457,0.1843,18.0
1574,0.7916,-0.0341,-0.0341,0.8211,0.3535,35.0
1575,-0.0466,-0.1134,-0.1134,-0.2835,0.0695,7.0
1576,-0.3386,-0.3499,-0.3499,0.295,0.2023,20.0
1577,-0.3412,0.2266,0.2266,0.6011,0.4738,47.0
1578,0.4976,-0.0107,-0.0107,0.7599,0.0813,8.0
1579,0.1227,0.0227,0.0227,0.1376,0.3707,37.0
1580,0.9395,-0.1318,-0.1318,0.0533,0.2989,30.0
1581,0.2051,0.2503,0.2503,0.1496,0.1241,12.0
1582,0.474,0.249,0.249,0.763,0.4067,41.0
1583,-0.1804,-0.0143,-0.0143,-0.1435,0.2422,24.0
1584,0.2455,-0.0993,-0.0993,-0.1081,0.3415,34.0
1585,0.7541,0.4585,0.4585,0.0245,0.0543,5.0
1586,0.7322,-0.2756,-0.2756,0.5877,0.4485,45.0
1587,-0.0263,0.0041,0.0041,-0.0839,0.1713,17.0
1588,0.4068,-0.3422,-0.3422,0.4554,0.2732,27.0
1589,0.1248,0.0536,0.0536,0.4399,0.4319,43.0
1590,0.6918,0.0661,0.0661,0.5333,0.1511,15.0
1591,-0.3618,-0.0449,-0.0449,-0.4097,0.3282,33.0
1592,-0.3118,-0.253,-0.253,0.8239,0.3937,39.0
1593,0.1462,0.2567,0.2567,0.6272,0.2262,23.0
1594,0.5542,0.0861,0.0861,0.4841,0.2838,28.0
1595,-0.2276,0.0001,0.0001,0.206,0.112,11.0
1596,0.2982,-0.2919,-0.2919,0.1945,0.0934,9.0
1597,0.2967,0.0831,0.0831,-0.4819,0.3858,39.0
1598,0.6726,0.0603,0.0603,0.8392,0.2184,22.0
1599,-0.1828,-0.2061,-0.2061,0.0675,0.4868,49.0
1600,0.7158,-0.3796,-0.3796,-0.1641,0.2314,23.0
1601,0.61,0.3691,0.3691,0.2447,0.3885,39.0
1602,0.3365,-0.0249,-0.0249,0.332,0.1067,11.0
1603,-0.0388,0.0384,0.0384,-0.2904,0.2891,29.0
1604,0.3624,-0.1867,-0.1867,0.4681,0.3806,38.0
1605,-0.4199,0.0575,0.0575,0.6139,0.0987,10.0
1606,0.7169,0.0114,0.0114,0.6779,0.4921,49.0
1607,0.0878,-0.2311,-0.2311,-0.2582,0.2131,21.0
1608,-0.3732,-0.2236,-0.2236,0.2684,0.0525,5.0
1609,0.0595,0.3456,0.3456,0.5081,0.3432,34.0
1610,0.6689,-0.2537,-0.2537,0.7493,0.1731,17.0
1611,-0.0624,0.0204,0.0204,0.1023,0.4468,45.0
1612,0.5079,-0.3561,-0.3561,0.2343,0.4337,43.0
1613,0.3802,0.0045,0.0045,0.0958,0.2714,27.0
1614,0.4635,0.1004,0.1004,0.9367,0.3264,33.0
1615,-0.1803,0.0925,0.0925,-0.3643,0.1528,15.0
1616,0.3218,-0.3174,-0.3174,0.0228,0.4756,48.0
1617,0.7616,0.4219,0.4219,-0.154,0.2005,20.0
1618,0.7747,-0.0662,-0.0662,0.4382,0.3689,37.0
1619,0.073,-0.0569,-0.0569,0.0758,0.0831,8.0
1620,0.1458,-0.0757,-0.0757,0.924,0.1223,12.0
1621,0.1349,0.2899,0.2899,0.2564,0.3007,30.0
1622,0.5854,0.1672,0.1672,0.344,0.2439,24.0
1623,-0.233,-0.0725,-0.0725,-0.4651,0.4049,40.0
1624,-0.0642,-0.4328,-0.4328,0.4022,0.3108,31.0
1625,0.2599,0.1864,0.1864,0.7232,0.1412,14.0
1626,0.5626,0.0017,0.0017,0.5499,0.4212,42.0
1627,-0.2005,0.3183,0.3183,-0.119,0.2549,25.0
1628,0.4185,-0.0135,-0.0135,-0.0987,0.1895,19.0
1629,0.0933,0.2358,0.2358,-0.0709,0.4593,46.0
1630,0.8766,0.0118,0.0118,0.8967,0.0642,6.0
1631,-0.2334,-0.0615,-0.0615,0.0102,0.3588,36.0
1632,0.0372,-0.292,-0.292,0.1125,0.4149,41.0
1633,-0.2687,0.148,0.148,0.8544,0.2331,23.0
1634,0.3389,-0.1696,-0.1696,0.7611,0.2906,29.0
1635,-0.0494,-0.0405,-0.0405,-0.0932,0.1332,13.0
1636,0.6822,-0.1167,-0.1167,0.2189,0.0863,9.0
1637,0.482,0.1101,0.1101,0.2946,0.3648,36.0
1638,0.6688,0.0972,0.0972,0.7366,0.1974,20.0
1639,-0.3395,0.0023,0.0023,-0.4304,0.4796,48.0
1640,0.2789,-0.7192,-0.7192,0.2451,0.3485,35.0
1641,0.6182,0.127,0.127,-0.0262,0.0753,8.0
1642,0.3347,0.0686,0.0686,0.4833,0.4695,47.0
1643,0.0389,0.128,0.128,-0.0814,0.1785,18.0
1644,0.0799,-0.1129,-0.1129,0.4405,0.252,25.0
1645,-0.21,0.3101,0.3101,0.2369,0.425,42.0
1646,0.8614,0.1006,0.1006,0.8194,0.1442,14.0
1647,0.0794,-0.0266,-0.0266,-0.1928,0.3069,31.0
1648,-0.1564,-0.1157,-0.1157,0.7827,0.2095,21.0
1649,0.4964,0.4175,0.4175,0.6293,0.4948,49.0
1650,0.3903,-0.0522,-0.0522,0.4582,0.1024,10.0
1651,-0.3262,0.1048,0.1048,-0.025,0.3777,38.0
1652,0.2619,-0.0777,-0.0777,0.107,0.2777,28.0
1653,0.4564,0.1277,0.1277,-0.1466,0.1172,12.0
1654,0.9222,-0.0038,-0.0038,0.679,0.3997,40.0
1655,-0.3247,-0.1485,-0.1485,-0.2103,0.221,22.0
1656,0.5443,-0.1417,-0.1417,-0.3812,0.1572,16.0
1657,0.1951,0.6051,0.6051,0.0868,0.3229,32.0
1658,0.6216,-0.0142,-0.0142,0.6076,0.2672,27.0
1659,0.2298,0.0262,0.0262,0.169,0.4371,44.0
1660,0.1302,-0.3859,-0.3859,0.7071,0.4574,46.0
1661,0.0785,0.0709,0.0709,0.32,0.1633,16.0
1662,0.821,0.0234,0.0234,0.4048,0.3325,33.0
1663,-0.2651,-0.0176,-0.0176,-0.275,0.0624,6.0
1664,-0.0652,-0.419,-0.419,0.5419,0.3748,37.0
1665,0.1508,0.185,0.185,0.7609,0.1054,11.0
1666,0.3364,-0.0106,-0.0106,0.4564,0.4995,50.0
1667,-0.2585,0.1606,0.1606,-0.1895,0.2048,20.0
1668,0.3207,-0.0142,-0.0142,0.2505,0.2257,23.0
1669,0.2242,0.367,0.367,0.2235,0.395,40.0
1670,0.8991,-0.099,-0.099,0.8108,0.1143,11.0
1671,-0.3552,-0.1136,-0.1136,-0.1122,0.2806,28.0
1672,0.4304,-0.4003,-0.4003,-0.235,0.4411,44.0
1673,0.6114,0.2564,0.2564,-0.3497,0.2631,26.0
1674,0.6945,-0.0079,-0.0079,0.4733,0.3206,32.0
1675,0.1317,-0.066,-0.066,0.1764,0.1595,16.0
1676,0.0235,-0.1051,-0.1051,0.8224,0.0601,6.0
1677,0.1514,0.1806,0.1806,0.2029,0.3348,33.0
1678,0.8175,0.2733,0.2733,0.5107,0.1674,17.0
1679,-0.289,0.0442,0.0442,-0.1781,0.4533,45.0
1680,-0.1621,-0.1601,-0.1601,0.3907,0.1307,13.0
1681,0.0045,0.4648,0.4648,0.7247,0.2932,29.0
1682,0.5687,-0.2273,-0.2273,0.704,0.2374,24.0
1683,0.0275,0.0009,0.0009,0.0435,0.4106,41.0
1684,0.4072,-0.2716,-0.2716,0.3622,0.4839,48.0
1685,0.5103,0.051,0.051,0.1992,0.1931,19.0
1686,0.5494,0.0367,0.0367,0.6306,0.3623,36.0
1687,-0.4695,0.016,0.016,-0.4849,0.0888,9.0
1688,0.8985,-0.2578,-0.2578,-0.2894,0.183,18.0
1689,0.6723,0.3213,0.3213,0.0577,0.465,46.0
1690,0.3582,0.1298,0.1298,0.4512,0.0726,7.0
1691,0.1817,0.0082,0.0082,-0.2036,0.3513,35.0
1692,0.1462,-0.3127,-0.3127,0.248,0.3042,30.0
1693,-0.3201,0.068,0.068,0.2736,0.147,15.0
1694,0.8717,0.0321,0.0321,0.7768,0.4295,43.0
1695,0.0342,-0.1421,-0.1421,-0.1507,0.2475,25.0
1696,0.4701,-0.015,-0.015,-0.2458,0.0788,8.0
1697,0.4791,0.5982,0.5982,0.0493,0.3732,37.0
1698,0.6503,-0.1697,-0.1697,0.3252,0.203,20.0
1699,-0.0847,-0.0314,-0.0314,0.0604,0.4731,47.0
1700,0.3535,-0.348,-0.348,0.8071,0.4075,41.0
1701,0.0149,0.1666,0.1666,0.5085,0.2414,24.0
1702,0.7737,0.052,0.052,0.3171,0.2964,30.0
1703,-0.2239,-0.0757,-0.0757,-0.2486,0.1266,13.0
1704,-0.4742,-0.0645,-0.0645,0.6981,0.2576,26.0
1705,0.3883,0.2051,0.2051,0.51,0.4185,42.0
1706,0.5071,-0.0352,-0.0352,0.5617,0.1367,14.0
1707,-0.4114,0.1486,0.1486,0.1008,0.3153,32.0
1708,0.2868,-0.1635,-0.1635,0.1295,0.3543,35.0
1709,0.3275,0.2296,0.2296,-0.1793,0.0687,7.0
1710,0.8324,0.0144,0.0144,0.9202,0.4621,46.0
1711,-0.1021,-0.0792,-0.0792,-0.0891,0.1868,19.0
1712,0.5368,-0.4878,-0.4878,0.2051,0.2843,28.0
1713,0.958,0.0324,0.0324,0.046,0.1114,11.0
1714,0.3996,-0.0028,-0.0028,0.3889,0.3914,39.0
1715,-0.0613,0.0908,0.0908,-0.2125,0.2285,23.0
1716,0.1521,-0.1454,-0.1454,0.5174,0.2161,22.0
1717,-0.2295,0.401,0.401,0.2216,0.4891,49.0
1718,0.6798,0.0297,0.0297,0.6713,0.094,9.0
1719,0.1639,-0.0796,-0.0796,-0.4426,0.3853,39.0
1720,-0.1224,-0.3207,-0.3207,0.0148,0.4491,45.0
1721,-0.1856,0.0808,0.0808,0.7211,0.1708,17.0
1722,0.6408,-0.0762,-0.0762,0.8919,0.3391,34.0
1723,-0.048,0.1364,0.1364,0.1495,0.0566,6.0
1724,0.6907,-0.2899,-0.2899,0.0717,0.1488,15.0
1725,0.2682,0.0777,0.0777,0.1989,0.3305,33.0
1726,0.6751,0.1676,0.1676,0.6751,0.2737,27.0
1727,-0.3102,0.0055,0.0055,-0.3372,0.4314,43.0
1728,0.0384,-0.2931,-0.2931,-0.0268,0.176,18.0
1729,0.8303,0.1384,0.1384,-0.1481,0.4438,44.0
1730,0.9178,-0.2048,-0.2048,0.3701,0.0513,5.0
1731,-0.0455,-0.0014,-0.0014,-0.044,0.3444,34.0
1732,0.2409,-0.1153,-0.1153,0.7061,0.3252,33.0
1733,0.1665,0.2002,0.2002,0.5123,0.154,15.0
1734,0.6455,0.1224,0.1224,0.5707,0.4367,44.0
1735,-0.3642,0.0,0.0,-0.3636,0.2684,27.0
1736,0.17,-0.6229,-0.6229,0.2101,0.1097,11.0
1737,-0.0048,0.1331,0.1331,0.6872,0.2861,29.0
1738,0.4296,0.0232,0.0232,0.383,0.2302,23.0
1739,-0.1653,0.1739,0.1739,-0.0176,0.3897,39.0
1740,0.5457,-0.1685,-0.1685,0.0262,0.4908,49.0
1741,0.1993,0.3327,0.3327,-0.2642,0.2143,21.0
1742,0.8125,0.1213,0.1213,0.8724,0.3835,38.0
1743,-0.1235,-0.0291,-0.0291,0.2457,0.0957,10.0
1744,0.6258,-0.0851,-0.0851,-0.1858,0.4202,42.0
1745,0.613,0.3677,0.3677,0.4699,0.2559,26.0
1746,0.5287,-0.053,-0.053,0.4624,0.3135,31.0
1747,-0.0169,0.1468,0.1468,-0.4233,0.1385,14.0
1748,0.1885,-0.0976,-0.0976,0.3682,0.067,7.0
1749,-0.2118,0.1601,0.1601,0.4693,0.356,36.0
1750,0.6549,-0.0029,-0.0029,0.8961,0.1886,19.0
1751,-0.1221,-0.255,-0.255,-0.3225,0.4603,46.0
1752,-0.31,-0.1353,-0.1353,0.4683,0.3679,37.0
1753,0.1815,0.5616,0.5616,0.2393,0.0841,8.0
1754,0.6348,-0.0953,-0.0953,0.731,0.4783,48.0
1755,0.1395,0.0107,0.0107,0.1645,0.1978,20.0
1756,0.7401,-0.3954,-0.3954,0.1035,0.2467,25.0
1757,0.246,0.0883,0.0883,-0.0816,0.4022,40.0
1758,0.2921,0.0385,0.0385,0.8895,0.1213,12.0
1759,-0.2328,-0.0409,-0.0409,-0.2111,0.3017,30.0
1760,-0.0915,-0.3917,-0.3917,0.8289,0.4702,47.0
1761,0.1937,0.4125,0.4125,0.6093,0.1778,18.0
1762,0.3091,-0.0237,-0.0237,0.3115,0.346,35.0
1763,-0.1346,0.0051,0.0051,-0.1051,0.0779,8.0
1764,0.3549,-0.1205,-0.1205,0.2912,0.1417,14.0
1765,0.5422,0.0604,0.0604,-0.3916,0.3094,31.0
1766,0.7481,0.0105,0.0105,0.787,0.2528,25.0
1767,-0.2674,-0.1718,-0.1718,0.0088,0.4242,42.0
1768,0.2879,-0.2441,-0.2441,-0.3888,0.2914,29.0
1769,0.4109,0.389,0.389,-0.0766,0.1325,13.0
1770,0.7196,-0.1616,-0.1616,0.6564,0.4123,41.0
1771,0.1262,0.0122,0.0122,0.0093,0.2357,24.0
1772,0.2564,-0.2877,-0.2877,0.4832,0.1949,19.0
1773,0.2111,0.0022,0.0022,0.403,0.4821,48.0
1774,0.9173,0.0704,0.0704,0.6174,0.0871,9.0
1775,-0.3925,0.0793,0.0793,-0.2463,0.364,36.0
1776,0.059,-0.3222,-0.3222,0.3321,0.2648,26.0
1777,-0.2719,0.5237,0.5237,0.7796,0.4394,44.0
1778,0.3652,-0.0564,-0.0564,0.6577,0.1578,16.0
1779,0.0998,-0.1018,-0.1018,0.0934,0.3224,32.0
1780,0.8586,-0.0624,-0.0624,0.0723,0.333,33.0
1781,0.2984,0.2178,0.2178,0.1914,0.0618,6.0
1782,0.4814,0.1117,0.1117,0.6367,0.4551,46.0
1783,-0.4014,-0.0505,-0.0505,-0.246,0.1656,17.0
1784,0.4922,-0.5068,-0.5068,-0.1018,0.1001,10.0
1785,0.7011,0.1916,0.1916,0.1878,0.38,38.0
1786,0.5314,0.0075,0.0075,0.5846,0.21,21.0
1787,-0.0106,0.2714,0.2714,-0.0713,0.4942,49.0
1788,-0.0757,-0.0146,-0.0146,0.2507,0.4003,40.0
1789,-0.0228,0.2624,0.2624,0.138,0.2205,22.0
1790,0.8505,-0.039,-0.039,0.918,0.2754,28.0
1791,-0.1027,-0.0396,-0.0396,-0.263,0.1195,12.0
1792,0.6111,-0.5407,-0.5407,0.0546,0.4235,42.0
1793,0.7236,0.3022,0.3022,0.0193,0.2535,25.0
1794,0.2572,0.0124,0.0124,0.3269,0.3085,31.0
1795,-0.14,0.0705,0.0705,-0.148,0.1426,14.0
1796,0.2305,-0.0196,-0.0196,0.5252,0.0768,8.0
1797,0.0171,0.4364,0.4364,0.2553,0.347,35.0
1798,0.7646,-0.0061,-0.0061,0.7745,0.1769,18.0
1799,0.092,-0.1234,-0.1234,-0.3576,0.4711,47.0
1800,-0.2154,-0.3554,-0.3554,0.2241,0.3633,36.0
1801,-0.1502,0.2687,0.2687,0.6065,0.0878,9.0
1802,0.476,-0.039,-0.039,0.8573,0.4812,48.0
1803,0.0364,0.0233,0.0233,0.0451,0.1958,20.0
1804,0.6702,-0.0056,-0.0056,-0.0023,0.2346,23.0
1805,0.304,0.0698,0.0698,0.2499,0.4134,41.0
1806,0.6204,0.1676,0.1676,0.9246,0.1317,13.0
1807,-0.1725,0.0687,0.0687,-0.4678,0.2922,29.0
1808,0.4894,-0.2861,-0.2861,-0.0913,0.1649,16.0
1809,0.512,0.6263,0.6263,-0.0084,0.4559,46.0
1810,0.548,-0.1382,-0.1382,0.5405,0.0608,6.0
1811,0.0626,-0.0274,-0.0274,0.2084,0.3341,33.0
1812,0.4062,-0.3495,-0.3495,0.5732,0.3215,32.0
1813,0.0088,0.0391,0.0391,0.5174,0.1587,16.0
1814,0.6082,0.072,0.072,0.3826,0.4387,44.0
1815,-0.331,-0.0733,-0.0733,-0.4322,0.2656,27.0
1816,-0.2407,-0.3321,-0.3321,0.6327,0.1187,12.0
1817,0.2593,0.304,0.304,0.6192,0.2762,28.0
1818,0.5001,0.0485,0.0485,0.4885,0.2195,22.0
1819,-0.3874,0.0831,0.0831,0.1897,0.4013,40.0
1820,0.1802,-0.2116,-0.2116,0.0488,0.4932,49.0
1821,0.2885,0.0205,0.0205,-0.1306,0.211,21.0
1822,0.9677,-0.0253,-0.0253,0.8664,0.3793,38.0
1823,-0.2025,-0.0668,-0.0668,-0.0854,0.1008,10.0
1824,-0.2507,-0.0755,-0.0755,0.2754,0.2695,27.0
1825,0.2898,0.5316,0.5316,0.4174,0.4357,44.0
1826,0.4312,-0.2809,-0.2809,0.7643,0.1549,15.0
1827,-0.103,0.0048,0.0048,-0.0904,0.3243,32.0
1828,0.6888,-0.2343,-0.2343,0.2775,0.3451,35.0
1829,0.5501,0.0977,0.0977,0.1592,0.0507,5.0
1830,0.4956,0.0136,0.0136,0.775,0.4448,44.0
1831,-0.3408,0.0067,0.0067,-0.3449,0.1751,18.0
1832,0.8538,-0.2461,-0.2461,-0.4544,0.0968,10.0
1833,0.3644,0.3012,0.3012,0.3486,0.3824,38.0
1834,0.4397,0.0417,0.0417,0.4743,0.2151,22.0
1835,0.0923,0.1374,0.1374,-0.1861,0.49,49.0
1836,0.1422,-0.2181,-0.2181,0.4428,0.3904,39.0
1837,-0.4041,0.2456,0.2456,0.3642,0.2295,23.0
1838,0.9116,0.0214,0.0214,0.6341,0.287,29.0
1839,0.0268,-0.1726,-0.1726,-0.0554,0.1088,11.0
1840,0.2151,-0.4142,-0.4142,0.3701,0.4612,46.0
1841,0.2529,0.0724,0.0724,0.963,0.1876,19.0
1842,0.3904,-0.0637,-0.0637,0.5702,0.3568,36.0
1843,-0.3399,0.1777,0.1777,-0.1197,0.0662,7.0
1844,0.3655,-0.0598,-0.0598,0.1077,0.1393,14.0
1845,0.3239,0.267,0.267,-0.1615,0.3127,31.0
1846,0.7826,-0.0503,-0.0503,0.7434,0.257,26.0
1847,-0.4303,-0.0032,-0.0032,-0.0274,0.4192,42.0
1848,0.0843,-0.4209,-0.4209,0.0373,0.3026,30.0
1849,0.7012,0.1842,0.1842,-0.3286,0.1204,12.0
1850,0.7185,-0.0414,-0.0414,0.6222,0.4029,40.0
1851,0.1754,0.0583,0.0583,0.1155,0.246,25.0
1852,0.0202,-0.2478,-0.2478,0.9217,0.1986,20.0
1853,0.0159,0.1349,0.1349,0.2347,0.4775,48.0
1854,0.6482,0.2672,0.2672,0.5029,0.0851,9.0
1855,-0.1716,-0.008,-0.008,-0.2915,0.3669,37.0
1856,-0.045,-0.3823,-0.3823,0.2354,0.1257,13.0
1857,-0.3383,0.0278,0.0278,0.845,0.2973,30.0
1858,0.3365,-0.0983,-0.0983,0.7808,0.2407,24.0
1859,0.1178,-0.067,-0.067,-0.0114,0.4082,41.0
1860,0.8556,-0.1977,-0.1977,0.2774,0.4722,47.0
1861,0.4572,0.3075,0.3075,0.0498,0.2039,20.0
1862,0.4653,0.22,0.22,0.5391,0.3722,37.0
1863,-0.3764,-0.0216,-0.0216,-0.1944,0.0799,8.0
1864,0.2523,-0.5258,-0.5258,-0.0561,0.1859,19.0
1865,0.7012,0.0266,0.0266,0.1809,0.463,46.0
1866,0.5629,-0.0276,-0.0276,0.4665,0.068,7.0
1867,-0.0116,0.2221,0.2221,-0.3504,0.355,36.0
1868,0.0366,-0.1376,-0.1376,0.3457,0.3145,31.0
1869,-0.0751,0.2907,0.2907,0.2017,0.1375,14.0
1870,0.9266,0.0382,0.0382,0.9209,0.4174,42.0
1871,0.0352,-0.0286,-0.0286,-0.1427,0.2587,26.0
1872,-0.171,-0.0335,-0.0335,0.8236,0.3842,38.0
1873,0.3043,0.4445,0.4445,0.5985,0.095,10.0
1874,0.4129,0.0128,0.0128,0.3918,0.4883,49.0
1875,-0.2531,0.0682,0.0682,0.007,0.2168,22.0
1876,0.469,-0.1922,-0.1922,0.2573,0.2277,23.0
1877,0.3863,0.29,0.29,-0.3485,0.3922,39.0
1878,0.7061,-0.005,-0.005,0.6666,0.1105,11.0
1879,-0.1712,-0.355,-0.355,-0.0734,0.2852,29.0
1880,0.3067,-0.057,-0.057,-0.3107,0.4304,43.0
1881,0.4142,0.4576,0.4576,0.2138,0.2747,27.0
1882,0.908,-0.1777,-0.1777,0.6463,0.3296,33.0
1883,0.1532,0.0523,0.0523,-0.0177,0.1496,15.0
1884,0.1453,-0.3711,-0.3711,0.481,0.0559,6.0
1885,0.0898,0.0662,0.0662,0.2292,0.3398,34.0
1886,0.8808,0.0813,0.0813,0.4857,0.1698,17.0
1887,-0.3104,0.0666,0.0666,-0.3092,0.4501,45.0
1888,0.6972,-0.2603,-0.2603,-0.1514,0.2815,28.0
1889,0.7226,0.3083,0.3083,0.2695,0.1134,11.0
1890,0.4267,-0.1148,-0.1148,0.3766,0.396,40.0
1891,-0.1244,0.0186,0.0186,-0.3254,0.2247,22.0
1892,0.223,-0.0386,-0.0386,0.2236,0.2057,21.0
1893,-0.1766,0.1418,0.1418,0.5116,0.4985,50.0
1894,0.8312,-0.0469,-0.0469,0.9298,0.106,11.0
1895,-0.1596,-0.1203,-0.1203,-0.2682,0.3741,37.0
